zid,name,tags,website,physical_address,phone,opening_hours,country_code,longitude,latitude,gisprecision,correctly_placed,created_at,updated_at,updated_by,facebook_page,categories,region_1,region_2,region_3
1034181,BP 2go Peace Street,"Service station, Toilet, Road User Charges, AA Smartfuel, Swappa Bottle LPG, BP Autogas (LPG), Autogas, BP Ultimate Diesel, Unleaded 91",http://www.bp.co.nz,"54 McAlister Street, Whakatane",07 308 6735,"",NZ,176.990725,-37.953686,manual,1,2006-09-01T12:52:28Z,2014-11-24T06:45:35Z,zenbu_out010,https://www.facebook.com/bp,GasStation,Bay of Plenty,Whakatane,Whakatane
1034356,Z Tawa,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"18 Main Road, Tawa",04 232 8281,7 days : 6am – 9pm,NZ,174.825611,-41.184043,number,1,2006-09-01T17:05:38Z,2013-04-12T15:08:46Z,zenbu,"",GasStation,Wellington,Wellington,Tawa
1034363,Z Riverhead,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"1090 Coatesville Riverhead Highway, Riverhead",(09) 412 8907,7 days : 6am – 8pm,NZ,174.588227,-36.761336,number,1,2006-09-01T17:05:38Z,2012-05-14T12:55:06Z,Blaise,"",GasStation,Auckland,Riverhead,Riverhead
1034384,Z Alexandra,"Z petrol station; LPG Bottleswap; Trailer hire, Toilets",http://www.z.co.nz,"105 Tarbert Street, Alexandra",(03) 448 5265,7 days : 6am – 9pm,NZ,169.395484,-45.252119,manual,1,2006-09-01T17:05:39Z,2013-04-12T15:08:45Z,zenbu,"",GasStation,Otago,Alexandra,Alexandra
1034391,Z Rosetown,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"451 Alexandra Street, Te Awamutu, Waikato",(07) 871 7335,7 days : 5am – 10pm,NZ,175.320793,-38.008796,number,1,2006-09-01T17:05:39Z,2012-05-14T13:44:14Z,Blaise,"",GasStation,Waikato,Te Awamutu,Te Awamutu
1034440,Z Ashburton,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"141 West Street, Ashburton",03 308 1612,Open 7 days : 24 hours,NZ,171.745367,-43.904858,number,1,2006-09-01T17:05:40Z,2014-04-14T23:59:55Z,muzzanz1,"",GasStation,Canterbury,Ashburton,Ashburton
1034454,Z Awakeri,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, LPG Fuel",http://www.z.co.nz,"Rd 2 Whakatane, Awakeri",(07) 304 9222,7 days : 5am – 11pm,NZ,176.891084,-37.998601,manual,1,2006-09-01T17:05:41Z,2012-06-20T13:38:53Z,Blaise,"",GasStation,Bay of Plenty,,Awakeri
1034461,Z Balclutha,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"147-149 Clyde Street, Balclutha",(03) 418 2700,7 days : 6am – 10pm,NZ,169.731416,-46.241657,manual,1,2006-09-01T17:05:41Z,2012-05-15T08:38:15Z,Blaise,"",GasStation,Otago,Balclutha,Balclutha
1034468,Z Barrington,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"253 Barrington Street, Christchurch",03 332 4670,7 days : 6am – midnight,NZ,172.618574,-43.557315,manual,1,2006-09-01T17:05:41Z,2013-03-28T18:44:35Z,zenbu,"",GasStation,Canterbury,Christchurch,Spreydon
1034496,Z Bishopdale,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"210 Harewood Road, Bishopdale",03 359 4681,7 days : 6am – 10pm,NZ,172.59312,-43.489892,number,1,2006-09-01T17:05:42Z,2013-04-12T15:08:45Z,zenbu,"",GasStation,Canterbury,Christchurch,Bishopdale
1034517,Z Browns Road,"Z petrol station, Forecourt Concierge, Toilets, ATM, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"254 Roscommon Road, Manukau City",(09) 267 0455,Open 7 days : 24 hours,NZ,174.861832,-37.017785,manual,1,2006-09-01T17:05:42Z,2014-04-15T00:54:27Z,muzzanz1,"",GasStation,Auckland,Auckland,Manurewa
1034531,Z Bryndwr,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"52 Strowan Road, Bryndwr",03 355 8902,7 days : 6am – midnight,NZ,172.60743,-43.510542,manual,1,2006-09-01T17:05:43Z,2012-05-15T08:44:37Z,Blaise,"",GasStation,Canterbury,Christchurch,Strowan
1034538,Z Burnside,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"449 Wairakei Road, Christchurch",03 359 8021,7 days : 6am – 10pm,NZ,172.572807,-43.491787,number,1,2006-09-01T17:05:43Z,2012-05-15T08:48:34Z,Blaise,"",GasStation,Canterbury,Christchurch,Burnside
1034545,Z Cambridge,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"81 Victoria Street, Cambridge",(07) 827 9989,Open 7 days : 24 hours,NZ,175.466965,-37.891408,manual,1,2006-09-01T17:05:43Z,2014-04-15T00:00:41Z,muzzanz1,"",GasStation,Waikato,Cambridge,Cambridge
1034601,Z Masterton,"Z petrol station, Forecourt Concierge, Toilets, Car wash, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"80 Chapel Street, Masterton",(06) 378 8800,Open 7 days : 24 hours,NZ,175.658445,-40.950229,manual,1,2006-09-01T17:05:45Z,2014-04-15T00:01:05Z,muzzanz1,"",GasStation,Wellington,Masterton,Masterton
1034657,Z Cromwell,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, LPG Fuel",http://www.z.co.nz,"Cnr Barry Ave And Murray Tce, Cromwell",03 445 0804,7 days : 5am – midnight,NZ,169.198873,-45.036436,manual,1,2006-09-01T17:05:46Z,2012-05-15T08:54:49Z,Blaise,"",GasStation,Otago,Cromwell,Cromwell
1034720,Z Panmure,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"434 Ellerslie Panmure Highway, Mount Wellington",(09) 570 5179,Open 7 days : 24 hours,NZ,174.840737,-36.896252,number,1,2006-09-01T17:05:48Z,2014-04-15T00:01:26Z,muzzanz1,"",GasStation,Auckland,Auckland,Mount Wellington
1034818,Z Gore,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"Cnr Hokonui Drive And Irwell Street, Gore",(03) 208 8326,7 days : 6am – 10pm,NZ,168.945018,-46.097389,manual,1,2006-09-01T17:05:51Z,2012-05-15T09:03:03Z,Blaise,"",GasStation,Southland,Gore,Gore
1034860,Z Greymouth,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Truckstop",http://www.z.co.nz,"Whall Street, Greymouth",03 768 6490,Open 7 days : 24 hours,NZ,171.212434,-42.449396,manual,1,2006-09-01T17:05:52Z,2014-04-15T00:29:44Z,muzzanz1,"",GasStation,West Coast,Greymouth,Greymouth
1034916,Z Ellerslie,"Z petrol station; Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"301 Ellerslie-Panmure Highway, Mount Wellington",(09) 525 2689,Open 7 days : 24 hours,NZ,174.824642,-36.898059,number,1,2006-09-01T17:05:54Z,2014-04-15T00:02:31Z,muzzanz1,"",GasStation,Auckland,Auckland,Mount Wellington
1034951,Z Huntly,"Z petrol station, Forecourt Concierge, Toilets, ATM, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"390 Great South Road, Huntly",(07) 828 8035,Open 7 days : 24 hours,NZ,175.158404,-37.567512,manual,1,2006-09-01T17:05:55Z,2014-04-15T00:02:55Z,muzzanz1,"",GasStation,Waikato,Huntly,Huntly
1034979,MOBIL KAIAPOI,"Petrol station, Toilets",https://www.mobil.co.nz,"82 Williams Street, Kaiapoi",(03) 327 7209,Open 7 days : 24 hours,NZ,172.654352,-43.389086,manual,1,2006-09-01T17:05:55Z,2016-12-14T06:27:12Z,FantomFan,"",GasStation,Canterbury,Kaiapoi,Kaiapoi
1035014,Z Kawerau,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"6 Islington Street, Kawerau",(07) 323 8709,Open 7 days : 24 hours,NZ,176.701925,-38.084954,number,1,2006-09-01T17:05:56Z,2014-04-15T00:05:11Z,muzzanz1,"",GasStation,Bay of Plenty,Kawerau,Kawerau
1035042,Z Kilbirnie,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"16-22 Coutts Street, Kilbirnie",04 387 8207,7 days : 6am – 10pm,NZ,174.794393,-41.320017,manual,1,2006-09-01T17:05:57Z,2012-05-24T09:48:49Z,Blaise,"",GasStation,Wellington,Wellington,Kilbirnie
1035063,Z Kumeu,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, LPG Fuel",http://www.z.co.nz,"42 Main Road, Kumeu",(09) 412 9938,Open 7 days : 24 hours,NZ,174.559633,-36.777523,manual,1,2006-09-01T17:05:58Z,2014-04-14T23:45:59Z,muzzanz1,"",GasStation,Auckland,Kumeu,Kumeu
1035119,Z Manly,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"934 Whangaparaoa Road, Whangaparaoa",(09) 424 7119,7 days : 6am – 10pm,NZ,174.763507,-36.631959,number,1,2006-09-01T17:05:59Z,2012-05-25T17:53:15Z,Blaise,"",GasStation,Auckland,Whangaparaoa,Manly
1035133,Z Marton,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, LPG Fuel",http://www.z.co.nz,"166 Broadway, Marton",06 327 4195,7 days 6am-9pm,NZ,175.379053,-40.06528,manual,1,2006-09-01T17:06:00Z,2012-09-09T14:37:40Z,zenbu,"",GasStation,Manawatu-Wanganui,Marton,Marton
1035168,Z Milford,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"151 East Coast Road, Milford",(09) 410 7058,7 days : 5am – 10pm,NZ,174.756385,-36.763813,number,1,2006-09-01T17:06:01Z,2012-05-27T11:00:22Z,Blaise,"",GasStation,Auckland,Auckland,Castor Bay
1035182,Z Miramar,"Z petrol station, Forecourt Concierge, Toilets, Car wash, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"27 Miramar Avenue, Miramar",(04) 388 9753,Open 7 days : 24 hours,NZ,174.813831,-41.315095,manual,1,2006-09-01T17:06:01Z,2014-04-15T00:07:18Z,muzzanz1,"",GasStation,Wellington,Wellington,Miramar
1035203,Z Morrinsville,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, LPG Fuel",http://www.z.co.nz,"202-210 Thames Street, Morrinsville",(07) 889 6141,Open 7 days : 24 hours,NZ,175.526713,-37.658781,number,1,2006-09-01T17:06:02Z,2014-04-15T00:08:53Z,muzzanz1,"",GasStation,Waikato,Morrinsville,Morrinsville
1035238,Z Newton,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"102-104 Newton Road, Newton",(09) 377 6441,Open 7 days : 24 hours,NZ,174.757886,-36.862956,number,1,2006-09-01T17:06:03Z,2014-04-15T00:07:47Z,muzzanz1,"",GasStation,Auckland,Auckland,Eden Terrace
1035245,Z Ngaruawahia,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"106 Great South Road, Ngaruawahia",07 824 8743,"Monday-Friday : 6am – 9pm, Saturday-Sunday : 7am – 9pm",NZ,175.149619,-37.668391,manual,1,2006-09-01T17:06:03Z,2012-05-27T11:11:44Z,Blaise,"",GasStation,Waikato,Ngaruawahia,Ngaruawahia
1035252,Z Ngatea,"Z petrol station, Truckstop, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"77 Orchard West Road, Ngatea",07 867 7443,Open 7 days : 24 hours,NZ,175.491041,-37.276315,number,1,2006-09-01T17:06:03Z,2014-04-15T00:42:16Z,muzzanz1,"",GasStation,Waikato,Ngatea,Ngatea
1035266,Z Omokoroa,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"1357 State Highway 2, Omokoroa",(07) 548 0882,7 days : 6am – 8pm,NZ,176.010568,-37.662268,manual,1,2006-09-01T17:06:03Z,2012-05-27T11:09:05Z,Blaise,"",GasStation,Bay of Plenty,,Whakamarama
1035273,Z Opotiki,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"89 Church Street, Opotiki",(07) 315 7445,7 days : 6am – 10pm,NZ,177.284371,-38.008031,manual,1,2006-09-01T17:06:04Z,2012-05-27T13:29:48Z,Blaise,"",GasStation,Bay of Plenty,Opotiki,Opotiki
1035441,Z Remuera,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"303 Remuera Road, Remuera",09 520 0325,Open 7 days : 6am - 10pm,NZ,174.795628,-36.880629,manual,1,2006-09-01T17:06:09Z,2014-04-14T21:50:09Z,muzzanz1,"",GasStation,Auckland,Auckland,Remuera
1035462,Z Richmond,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"8 Gladstone Road, Richmond",(03) 341 5471,Open 7 days : 24 hours,NZ,173.180161,-41.337434,number,1,2006-09-01T17:06:09Z,2014-04-15T00:11:45Z,muzzanz1,"",GasStation,Tasman,Richmond,Richmond
1035469,Z Edgecumbe,"Z petrol station, Lotto, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"Bridge Street, Edgecumbe",(07) 304 9529,Open Open 7 days : 6am - 10pm,NZ,176.827089,-37.97576,manual,1,2006-09-01T17:06:09Z,2014-04-14T23:33:43Z,muzzanz1,"",GasStation,Bay of Plenty,Edgecumbe,Edgecumbe
1035497,Z Rutherford,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"106 Rutherford Street, Nelson",(03) 546 6626,Open 7 days : 24 hours,NZ,173.280669,-41.27471,manual,1,2006-09-01T17:06:10Z,2014-04-15T00:12:30Z,muzzanz1,"",GasStation,Nelson,Nelson,Nelson
1035518,Z Oamaru,"Z petrol station, Forecourt Concierge, Toilets, Car wash, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"22 Severn Street, Oamaru",(03) 433 1441,Open 7 days : 24 hours,NZ,170.96805,-45.098307,number,1,2006-09-01T17:06:11Z,2014-04-15T00:25:23Z,muzzanz1,"",GasStation,Otago,Oamaru,Oamaru
1035546,Z Levin,"Z petrol station, Forecourt Concierge, Toilets, ATM, Car wash, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"11-15 Oxford Street, Levin",(06) 368 7049,Open 7 days : 24 hours,NZ,175.276319,-40.632131,number,1,2006-09-01T17:06:12Z,2014-04-15T00:26:32Z,muzzanz1,"",GasStation,Manawatu-Wanganui,Levin,Levin
1035574,Z Stoke,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"666-668 Main Road, Stoke",03 547 9098,7 days : 6am – 10pm,NZ,173.225197,-41.319147,manual,1,2006-09-01T17:06:12Z,2012-06-04T07:46:26Z,Blaise,"",GasStation,Nelson,Nelson,Stoke
1035595,Z Sunnybrae,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"37 Northcote Road, Takapuna",(09) 419 8149,Open 7 days : 24 hours,NZ,174.747275,-36.792329,number,1,2006-09-01T17:06:13Z,2014-04-14T23:47:31Z,muzzanz1,"",GasStation,Auckland,Auckland,Hillcrest
1035644,Z Taupo,"Z petrol station, Forecourt Concierge, Toilets",http://www.z.co.nz,"Cnr Titiraupenga Street And Tuwharetoa Street, Taupo",(07) 378 2030,Open 7 days : 24 hours,NZ,176.074136,-38.689345,manual,1,2006-09-01T17:06:15Z,2014-04-14T23:48:12Z,muzzanz1,"",GasStation,Waikato,Taupo,Taupo
1035707,Z Temuka,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"46 King Street, Temuka",(03) 615 9314,5:00-22:00 7 days,NZ,171.27845,-44.2469,number,1,2006-09-01T17:06:16Z,2013-04-12T15:08:46Z,zenbu,"",GasStation,Canterbury,Temuka,Temuka
1035721,Z Tinwald,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"Main South Road, State Highway 1, Tinwald",03 308 7471,7 days : 6am – 10pm,NZ,171.7207,-43.919954,manual,1,2006-09-01T17:06:17Z,2012-06-02T09:27:49Z,Blaise,"",GasStation,Canterbury,Ashburton,Tinwald
1035756,Z Trentham,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"430 Fergusson Drive, Trentham, Upper Hutt",(04) 939 0340,Open 7 days : 24 hours,NZ,175.032527,-41.137093,manual,1,2006-09-01T17:06:18Z,2014-04-14T23:48:41Z,muzzanz1,"",GasStation,Wellington,Upper Hutt,Heretaunga
1035763,Z Triangle,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"574 Great South Road, Ellerslie",(09) 579 4405,Open 7 days : 24 hours,NZ,174.80016,-36.894974,number,1,2006-09-01T17:06:18Z,2014-04-14T23:48:59Z,muzzanz1,"",GasStation,Auckland,Auckland,Ellerslie
1035777,Z Twizel,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"50 Mackenzie Drive, Twizel",03 435 0844,7 days : 6am – 10pm,NZ,170.10009,-44.257871,manual,1,2006-09-01T17:06:18Z,2013-04-12T15:01:21Z,zenbu,"",GasStation,Canterbury,Twizel,Twizel
1035791,Z Valley,"Z petrol station, Forecourt Concierge, Toilets, Car wash, LPG Swap n Go, Trailer hire, LPG Fuel",http://www.z.co.nz,"248 Kaikorai Valley Road, Kaikorai",(03) 453 6728,Open 7 days : 24 hours,NZ,170.472315,-45.872482,number,1,2006-09-01T17:06:19Z,2014-04-14T23:49:28Z,muzzanz1,"",GasStation,Otago,Dunedin,Bradford
1035805,Z VIC Corner,"Z petrol station, Forecourt Concierge, Toilets, Car wash, LPG Swap n Go, Trailer hire",http://www.z.co.nz,"545- 555 High Street, Lower Hutt",(04) 569 5603,Open 7 days : 24 hours,NZ,174.914594,-41.204067,manual,1,2006-09-01T17:06:19Z,2014-04-15T00:48:32Z,muzzanz1,"",GasStation,Wellington,Lower Hutt,Hutt Central
1036001,Z Palmerston,"Z petrol station, Forecourt Concierge, Toilets, LPG Swap n Go",http://www.z.co.nz,"112 Ronaldsay Street, Palmerston",03 465 1115,7 days : 6am – 10pm,NZ,170.714589,-45.485434,number,1,2006-09-01T17:06:25Z,2012-06-20T13:31:37Z,Blaise,"",GasStation,Otago,Palmerston,Palmerston
1038094,Mobil 10th Avenue,"Mobil petrol station, Friction Carwash, ShopTalk, Diesel, Vehicle LPG, LPG Swap a Bottle, Synergy 8000, Customer Toilets, Fragrance Vacuums, WiFi",http://www.mobil.co.nz,"Corner 10th Avenue & Cameron Roads, Tauranga",07 571 0143,"",NZ,176.160386,-37.697099,manual,1,2006-10-04T15:50:23Z,2015-05-20T23:11:38Z,zenbu_out010,"",GasStation,Bay of Plenty,Tauranga,Tauranga
1038108,Alexandra Service Station,"Mobil petrol station, LPG, ShopTalk, Diesel, Vehicle LPG, LPG Bottle Fill, Customer Toilets, Truck Stop",http://www.mobil.co.nz,"36 Centennial Avenue, Alexandra, Otago",03 448 6207,"",NZ,169.389908,-45.25324,number,1,2006-10-04T15:50:23Z,2015-05-20T05:29:44Z,zenbu_out010,"",GasStation,Otago,Alexandra,Alexandra
1038171,Bohanna Motors,"Mobil petrol station, Service Bays, ShopTalk, Diesel, Vehicle LPG, LPG Bottle Fill, Customer Toilets, Trailers",http://www.mobil.co.nz,"24 Main Road, Waikanae, Wellington",04 293 6455,"",NZ,175.064076,-40.879546,number,1,2006-10-04T15:50:25Z,2015-05-21T01:52:09Z,zenbu_out010,"",GasStation,Wellington,Waikanae,Waikanae
1038178,Bowyer Motors,"Mobil petrol station, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, LPG Bottle Fill, Customer Toilets, Trailers, Truck Stop",http://www.mobil.co.nz,"167 Hakiaha St, Taumaranui",07 895 7914,"",NZ,175.269964,-38.882813,Address,1,2006-10-04T15:50:26Z,2015-05-21T01:48:35Z,zenbu_out010,"",GasStation,Manawatu-Wanganui,Taumarunui,Taumarunui
1038220,Church St Mobil,"Mobil petrol station, Workshop, ShopTalk, Diesel High Flow Diesel, Customer Toilets",http://www.mobil.co.nz,"253 Church St, Onehunga, Auckland",09 634 0121,"",NZ,174.800774,-36.921608,number,1,2006-10-04T15:50:27Z,2015-05-20T05:42:09Z,zenbu_out010,"",GasStation,Auckland,Auckland,Onehunga
1038255,Dayman Motors,"Mobil petrol station, Friction Carwash, ShopTalk, Diesel, Vehicle LPG, LPG Swap a Bottle, Customer Toilets",http://www.mobil.co.nz,"54 Collingwood Street, Nelson",03 546 9232,"",NZ,173.286811,-41.271331,number,1,2006-10-04T15:50:28Z,2015-05-20T05:38:24Z,zenbu_out010,"",GasStation,Nelson,Nelson,Nelson
1038262,Mobil Wairoa De Luxe Ford,"Mobil service station, Service Bays, Friction Carwash, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, LPG Bottle Fill, Customer Toilets, Fragrance Vacuums, Lotto Lottery, Truck Stop",http://www.mobil.co.nz,"23 Bridge Street, Wairoa",06 838 7681,"",NZ,177.418937,-39.029552,manual,1,2006-10-04T15:50:29Z,2015-05-21T01:32:42Z,zenbu_out010,"",GasStation,Hawke's Bay,Wairoa,Wairoa
1038290,Faulknors Service Station,"Mobil petrol station, Friction Carwash, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, LPG Bottle Fill, Customer Toilets, Fragrance Vacuums, Trailers",http://www.mobil.co.nz,"1-3 Queen Street, Masterton",06 377 1188,"",NZ,175.669257,-40.945332,manual,1,2006-10-04T15:50:30Z,2015-05-21T08:33:32Z,zenbu_out010,"",GasStation,Wellington,Masterton,Lansdowne
1038381,Mobil Havelock North,"Mobil petrol station, Service Bays, Friction Carwash, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, LPG Swap a Bottle, Customer Toilets, Fragrance Vacuums, Trailers",http://www.mobil.co.nz,"Havelock Road, Havelock North, Havelock North",06 877 8168,"",NZ,176.875205,-39.667515,manual,1,2006-10-04T15:50:33Z,2015-05-21T08:29:23Z,zenbu_out010,"",GasStation,Hawke's Bay,Havelock North,Havelock North
1038402,Hospital Mobilmart,"Mobil petrol station, Friction Carwash, ShopTalk, Diesel, Customer Toilets, Fragrance Vacuums",http://www.mobil.co.nz,"Corner Ruahine & Featherston Streets, Palmerston North",06 355 4778,"",NZ,175.623837,-40.34118,manual,1,2006-10-04T15:50:34Z,2015-05-21T02:49:31Z,zenbu_out010,"",GasStation,Manawatu-Wanganui,Palmerston North,Roslyn
1038437,J Young Motors,"Mobil petrol station, Service Bays, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, LPG Swap a Bottle, Customer Toilets, Trailers, Truck Stop",http://www.mobil.co.nz,"590 Main Road, Bay View, Napier",06 8366126,"",NZ,176.869153,-39.424028,Address,1,2006-10-04T15:50:35Z,2015-05-21T02:41:55Z,zenbu_out010,"",GasStation,Hawke's Bay,Napier,Bay View
1038486,Kenlock Motors,"Mobil petrol station, ShopTalk, Diesel, High Flow Diesel, Customer Toilets",http://www.mobil.co.nz,"548 West Coast Road, Oratia, Auckland",09 818 7165,"",NZ,174.621087,-36.911865,manual,1,2006-10-04T15:50:37Z,2015-05-21T03:09:21Z,zenbu_out010,"",GasStation,Auckland,Auckland,Oratia
1038514,Kuripuni Motors,"Mobil petrol station, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, LPG Bottle Fill, Customer Toilets, Trailers",http://www.mobil.co.nz,"229-231 Chapel St, Masterton",06 377 1253,"",NZ,175.647514,-40.957526,number,1,2006-10-04T15:50:38Z,2015-05-21T03:21:01Z,zenbu_out010,"",GasStation,Wellington,Masterton,Kuripuni
1038591,Manukau Service Station,"Mobil petrol station, ShopTalk, Diesel, Customer Toilets",http://www.mobil.co.nz,"144 Manukau Road, Pukekohe, Auckland",2 136 6027,"",NZ,174.909689,-37.207263,number,1,2006-10-04T15:50:40Z,2015-05-20T05:53:52Z,zenbu_out010,"",GasStation,Auckland,Pukekohe,Pukekohe
1038633,Mike Teasdale Motors,"Mobil petrol station, ShopTalk, Diesel, Customer Toilets",http://www.mobil.co.nz,"127 Kaikorai Valley Road, Dunedin",03 477 1908,"",NZ,170.477285,-45.868313,number,1,2006-10-04T15:50:42Z,2015-05-20T06:03:07Z,zenbu_out010,"",GasStation,Otago,Dunedin,Glenross
1038640,Mobil Anzac Ave,"Mobil petrol station, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, Customer Toilets, Trailers, Truck Stop",http://www.mobil.co.nz,"57 Anzac Avenue, Dunedin",03 474 9273,"",NZ,170.516459,-45.869752,number,1,2006-10-04T15:50:42Z,2015-05-20T22:47:23Z,zenbu_out010,"",GasStation,Otago,Dunedin,Dunedin Central
1038647,Mobil Aotea,"Mobil petrol station, ShopTalk, Diesel, Customer Toilets",http://www.mobil.co.nz,"288 Balmoral Drive, Tokoroa",07 886 9063,"",NZ,175.853971,-38.232419,number,1,2006-10-04T15:50:42Z,2015-05-20T06:02:04Z,zenbu_out010,"",GasStation,Waikato,Tokoroa,Tokoroa
1038654,Mobil Aranui,"Mobil petrol station, Friction Carwash, ShopTalk, Diesel, High Flow Diesel, Vehicle LPG, ATM, Customer Toilets, Fragrance Vacuums, Trailers, Truck Stop, WiFi",http://www.mobil.co.nz,"336 Pages Road, Aranui, Christchurch",03 388 7646,"",NZ,172.701304,-43.517642,number,1,2006-10-04T15:50:43Z,2015-05-20T06:52:47Z,zenbu_out010,"",GasStation AutomatedTeller,Canterbury,Christchurch,Wainoni
1038675,Mobil Avondale,"Mobil petrol station, Friction Carwash, ShopTalk, Diesel, Vehicle LPG, ATM, Customer Toilets, Trailers, WiFi",http://www.mobil.co.nz,"2060 Great North Road, Avondale, Auckland",09 828 2339,"",NZ,174.696334,-36.89921,number,1,2006-10-04T15:50:43Z,2015-05-20T06:52:41Z,zenbu_out010,"",GasStation AutomatedTeller,Auckland,Auckland,Avondale
1038682,Mobil Awapuni,"Mobil petrol station, LPG, Friction Carwash, ShopTalk, Diesel, Ethanol Blended Fuel, High Flow Diesel, LPG Bottle Fill, Customer Toilets, Lotto Lottery, Trailers, Truck Stop",http://www.mobil.co.nz,"734 Pioneer Highway, Palmerston North",06 358 6138,"",NZ,175.597434,-40.362664,number,1,2006-10-04T15:50:44Z,2015-05-20T10:28:21Z,zenbu_out010,"",GasStation,Manawatu-Wanganui,Palmerston North,Takaro
1038689,Mobil Bealey Ave,"Mobil petrol station, Friction Carwash, On the Run Cafe, ShopTalk, Diesel, Vehicle LPG, LPG Swap a Bottle, ATM, Customer Toilets, Trailers, WiFi",http://www.mobil.co.nz,"268-270 Bealey Ave, Christchurch",03 366 2465,"",NZ,172.645198,-43.521067,number,1,2006-10-04T15:50:44Z,2015-05-20T23:27:11Z,zenbu_out010,"",GasStation AutomatedTeller,Canterbury,Christchurch,Christchurch Central
